Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax
Eastern Sorceror	Fire-Normal	100	15	359	3	1	49	252	merca222	merca241	1000	88	932	36	250	16	92	13	74	10	423	30	18	24	5	85	9	85	9	85	9	85	9	strhirespecial7	10	Fire Ball	7	20	0	17	10	Static Field	7	30	0	17	10	Frozen Armor	7	1000	0	17	10	Fire Mastery	1	10	0	17	10	HireFireBall	7	50	0	17	10							5	15	2	50000
Eastern Sorceror	Fire-Normal	100	15	359	3	1	79	252	merca222	merca241	1000	88	2012	54	640	31	130	13	104	10	1143	45	33	39	5	138	8	138	8	138	8	138	8	strhirespecial7	10	Fire Ball	7	20	0	27	10	Static Field	7	30	0	27	10	Frozen Armor	7	1000	0	27	10	Fire Mastery	1	10	0	27	10	HireFireBall	7	50	0	27	10							5	15	2	50000
Eastern Sorceror	Cold-Normal	100	16	359	3	1	15	252	merca222	merca241	1500	96	320	18	80	6	49	13	40	10	15	15	1	7	5	25	9	25	9	25	9	25	9	strhirespecial6	10	Glacial Spike	7	20	0	6	10	Static Field	7	30	0	6	10	Frozen Armor	7	1000	0	6	10	Cold Mastery	1	10	0	6	10	HireBlizzard	7	50	0	6	10							5	15	2	50000
Eastern Sorceror	Cold-Normal	100	16	359	3	1	49	252	merca222	merca241	1500	96	932	36	250	16	92	13	74	10	423	30	18	24	5	85	9	85	9	85	9	85	9	strhirespecial6	10	Glacial Spike	7	20	0	17	10	Static Field	7	30	0	17	10	Frozen Armor	7	1000	0	17	10	Cold Mastery	1	10	0	17	10	HireBlizzard	7	50	0	17	10							5	15	2	50000
Eastern Sorceror	Cold-Normal	100	16	359	3	1	79	252	merca222	merca241	1500	96	2012	54	640	31	130	13	104	10	1143	45	33	39	5	138	5	138	5	138	5	138	5	strhirespecial6	10	Glacial Spike	7	20	0	27	10	Static Field	7	30	0	27	10	Frozen Armor	7	1000	0	27	10	Cold Mastery	1	10	0	27	10	HireBlizzard	7	50	0	27	10							5	15	2	50000
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	15	252	merca222	merca241	1000	88	320	18	80	6	49	13	40	10	15	15	1	7	5	25	9	25	9	25	9	25	9	strhirespecial5	10	Lightning	7	20	0	6	10	Static Field	7	30	0	6	10	Frozen Armor	7	1000	0	6	10	Lightning Mastery	1	10	0	6	10	HireChainLightning	7	50	0	6	10							5	15	2	50000
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	49	252	merca222	merca241	1000	88	932	36	250	16	92	13	74	10	423	30	18	24	5	85	9	85	9	85	9	85	9	strhirespecial5	10	Lightning	7	20	0	17	10	Static Field	7	30	0	17	10	Frozen Armor	7	1000	0	17	10	Lightning Mastery	1	10	0	17	10	HireChainLightning	7	50	0	17	10							5	15	2	50000
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	79	252	merca222	merca241	1000	88	2012	54	640	31	130	13	104	10	1143	45	33	39	5	138	5	138	5	138	5	138	5	strhirespecial5	10	Lightning	7	20	0	27	10	Static Field	7	30	0	27	10	Frozen Armor	7	1000	0	27	10	Lightning Mastery	1	10	0	27	10	HireChainLightning	7	50	0	27	10							5	15	2	50000
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	49	252	merca222	merca241	9500	96	838	36	225	16	88	13	70	10	381	30	16	22	5	82	9	82	9	82	9	82	9	strhirespecial7	10	Fire Ball	7	20	0	16	10	Static Field	7	30	0	16	10	Frozen Armor	7	1000	0	16	10	Fire Mastery	1	10	0	16	10	HireFireBall	7	50	0	16	10							5	15	2	50000
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	79	252	merca222	merca241	9500	96	1918	54	615	31	126	13	100	10	1101	45	31	37	5	135	5	135	5	135	5	135	5	strhirespecial7	10	Fire Ball	7	20	0	26	10	Static Field	7	30	0	26	10	Frozen Armor	7	1000	0	26	10	Fire Mastery	1	10	0	26	10	HireFireBall	7	50	0	26	10							5	15	2	50000
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	49	252	merca222	merca241	12000	104	838	36	225	16	88	13	70	10	381	30	16	22	5	82	9	82	9	82	9	82	9	strhirespecial6	10	Glacial Spike	7	20	0	16	10	Static Field	7	30	0	16	10	Frozen Armor	7	1000	0	16	10	Cold Mastery	1	10	0	16	10	HireBlizzard	7	50	0	16	10							5	15	2	50000
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	79	252	merca222	merca241	12000	104	1918	54	615	31	126	13	100	10	1101	45	31	37	5	135	5	135	5	135	5	135	5	strhirespecial6	10	Glacial Spike	7	20	0	26	10	Static Field	7	30	0	26	10	Frozen Armor	7	1000	0	26	10	Cold Mastery	1	10	0	26	10	HireBlizzard	7	50	0	26	10							5	15	2	50000
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	49	252	merca222	merca241	10000	96	838	36	225	16	88	13	70	10	381	30	16	22	5	82	9	82	9	82	9	82	9	strhirespecial5	10	Lightning	7	20	0	16	10	Static Field	7	30	0	16	10	Frozen Armor	7	1000	0	16	10	Lightning Mastery	1	10	0	16	10	HireChainLightning	7	50	0	16	10							5	15	2	50000
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	79	252	merca222	merca241	10000	96	1918	54	615	31	126	13	100	10	1101	45	31	37	5	135	5	135	5	135	5	135	5	strhirespecial5	10	Lightning	7	20	0	26	10	Static Field	7	30	0	26	10	Frozen Armor	7	1000	0	26	10	Lightning Mastery	1	10	0	26	10	HireChainLightning	7	50	0	26	10							5	15	2	50000
Eastern Sorceror	Fire-Hell	100	21	359	3	3	79	252	merca222	merca241	21000	104	1726	54	554	31	122	13	96	10	991	45	29	35	5	132	5	132	5	132	5	132	5	strhirespecial7	10	Fire Ball	7	20	0	25	10	Static Field	7	30	0	25	10	Frozen Armor	7	1000	0	25	10	Fire Mastery	1	10	0	25	10	HireFireBall	7	50	0	25	10							5	15	2	50000
Eastern Sorceror	Cold-Hell	100	22	359	3	3	79	252	merca222	merca241	27000	112	1726	54	554	31	122	13	96	10	991	45	29	35	5	132	5	132	5	132	5	132	5	strhirespecial6	10	Glacial Spike	7	20	0	25	10	Static Field	7	30	0	25	10	Frozen Armor	7	1000	0	25	10	Cold Mastery	1	10	0	25	10	HireBlizzard	7	50	0	25	10							5	15	2	50000
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	79	252	merca222	merca241	21000	104	1726	54	554	31	122	13	96	10	991	45	29	36	5	132	5	132	5	132	5	132	5	strhirespecial5	10	Lightning	7	20	0	25	10	Static Field	7	30	0	25	10	Frozen Armor	7	1000	0	25	10	Lightning Mastery	1	10	0	25	10	HireChainLightning	7	50	0	25	10							5	15	2	50000
Barbarian	1hs-Normal	0	24	561	5	1	28	515	MercX101	MercX167	9000	96	576	28	180	9	101	19	63	13	150	21	16	20	8	56	9	56	9	56	9	56	9		50	Bash	5	15	0	4	10	Stun	5	15	0	3	8																									5	15	2	50000
Barbarian	1hs-Normal	0	24	561	5	1	42	515	MercX101	MercX167	9000	96	968	42	278	25	128	19	81	13	388	34	27	31	10	81	9	81	9	81	9	81	9		50	Bash	5	50	0	9	10	Stun	5	50	0	7	8																									5	15	2	50000
Barbarian	1hs-Normal	0	24	561	5	1	75	515	MercX101	MercX167	9000	96	2354	70	938	50	190	19	123	13	1279	46	60	64	10	139	5	139	5	139	5	139	5		50	Bash	5	75	0	20	0	Stun	5	75	0	16	0																									5	15	2	50000
Barbarian	1hs-Normal	0	25	561	5	1	28	515	MercX101	MercX167	9000	96	576	28	180	9	101	19	63	13	150	21	16	20	8	56	9	56	9	56	9	56	9		50	Bash	5	15	0	4	10	Stun	5	15	0	3	8																									5	15	2	50000
Barbarian	1hs-Normal	0	25	561	5	1	42	515	MercX101	MercX167	9000	96	968	42	278	25	128	19	81	13	388	34	27	31	10	81	9	81	9	81	9	81	9		50	Bash	5	50	0	9	10	Stun	5	50	0	7	8																									5	15	2	50000
Barbarian	1hs-Normal	0	25	561	5	1	75	515	MercX101	MercX167	9000	96	2354	70	938	50	190	19	123	13	1279	46	60	64	10	139	5	139	5	139	5	139	5		50	Bash	5	75	0	20	0	Stun	5	75	0	16	0																									5	15	2	50000
Barbarian	1hs-Nightmare	0	26	561	5	2	42	515	MercX101	MercX167	18000	104	872	42	250	25	125	19	76	13	349	34	25	29	10	78	9	78	9	78	9	78	9		50	Bash	5	50	0	8	10	Stun	5	50	0	6	8																									5	15	2	50000
Barbarian	1hs-Nightmare	0	26	561	5	2	75	515	MercX101	MercX167	18000	104	2258	70	910	50	187	19	118	13	1240	46	58	62	10	136	5	136	5	136	5	136	5		50	Bash	5	75	0	19	0	Stun	5	75	0	15	0																									5	15	2	50000
Barbarian	1hs-Nightmare	0	27	561	5	2	42	515	MercX101	MercX167	18000	104	872	42	250	25	125	19	76	13	349	34	25	29	10	78	9	78	9	78	9	78	9		50	Bash	5	50	0	8	10	Stun	5	50	0	6	8																									5	15	2	50000
Barbarian	1hs-Nightmare	0	27	561	5	2	75	515	MercX101	MercX167	18000	104	2258	70	910	50	187	19	118	13	1240	46	58	62	10	136	5	136	5	136	5	136	5		50	Bash	5	75	0	19	0	Stun	5	75	0	15	0																									5	15	2	50000
Barbarian	1hs-Hell	0	28	561	5	3	75	515	MercX101	MercX167	32000	112	2032	70	819	50	184	19	113	13	1116	46	56	60	10	133	5	133	5	133	5	133	5		50	Bash	5	70	0	18	0	Stun	5	70	0	14	0																									5	15	2	50000
Barbarian	1hs-Hell	0	29	561	5	3	75	515	MercX101	MercX167	32000	112	2032	70	819	50	184	19	113	13	1116	46	56	60	10	133	5	133	5	133	5	133	5		50	Bash	5	70	0	18	0	Stun	5	70	0	14	0																									5	15	2	50000
Barbarian	1hs-Normal	100	24	561	5	1	28	515	MercX101	MercX167	9000	96	576	36	180	13	101	19	63	13	150	25	16	20	8	56	9	56	9	56	9	56	9		50	Stun	5	15	0	4	10	Berserk	1	60	0	4	10	Battle Orders	5	5	0	4	10	War Cry	5	20	0	4	10	Sword Mastery	1	10	0	4	10							5	15	2	50000
Barbarian	1hs-Normal	100	24	561	5	1	58	515	MercX101	MercX167	9000	96	1656	54	480	44	158	19	101	13	750	44	39	43	10	109	9	109	9	109	9	109	9		50	Stun	5	15	0	14	10	Berserk	1	60	0	14	10	Battle Orders	5	5	0	14	10	War Cry	5	20	0	14	10	Sword Mastery	1	10	0	14	10							5	15	2	11111
Barbarian	1hs-Normal	100	24	561	5	1	80	515	MercX101	MercX167	9000	96	2844	90	1250	63	200	19	129	13	1520	56	61	65	10	148	5	148	5	148	5	148	5		50	Stun	5	15	0	21	10	Berserk	1	60	0	21	10	Battle Orders	5	5	0	21	10	War Cry	5	20	0	21	10	Sword Mastery	1	10	0	21	10							5	15	2	11111
Barbarian	1hs-Normal	100	25	561	5	1	28	515	MercX101	MercX167	9000	96	576	36	180	13	101	19	63	13	150	25	16	20	8	56	9	56	9	56	9	56	9		50	Stun	5	15	0	4	10	Berserk	1	60	0	4	10	Battle Orders	5	5	0	4	10	War Cry	5	20	0	4	10	Sword Mastery	1	10	0	4	10							5	15	2	11111
Barbarian	1hs-Normal	100	25	561	5	1	58	515	MercX101	MercX167	9000	96	1656	54	480	44	158	19	101	13	750	44	39	43	10	109	9	109	9	109	9	109	9		50	Stun	5	15	0	14	10	Berserk	1	60	0	14	10	Battle Orders	5	5	0	14	10	War Cry	5	20	0	14	10	Sword Mastery	1	10	0	14	10							5	15	2	11111
Barbarian	1hs-Normal	100	25	561	5	1	80	515	MercX101	MercX167	9000	96	2844	90	1250	63	200	19	129	13	1520	56	61	65	10	148	5	148	5	148	5	148	5		50	Stun	5	15	0	21	10	Berserk	1	60	0	21	10	Battle Orders	5	5	0	21	10	War Cry	5	20	0	21	10	Sword Mastery	1	10	0	21	10							5	15	2	11111
Barbarian	1hs-Nightmare	100	26	561	5	2	58	515	MercX101	MercX167	18000	104	1490	54	432	44	155	19	96	13	675	44	37	41	10	106	9	106	9	106	9	106	9		50	Stun	5	15	0	13	10	Berserk	1	60	0	13	10	Battle Orders	5	5	0	13	10	War Cry	5	20	0	13	10	Sword Mastery	1	10	0	13	10							5	15	2	66666
Barbarian	1hs-Nightmare	100	26	561	5	2	80	515	MercX101	MercX167	18000	104	2678	90	1202	63	197	19	124	13	1445	56	59	63	10	145	5	145	5	145	5	145	5		50	Stun	5	15	0	20	10	Berserk	1	60	0	20	10	Battle Orders	5	5	0	20	10	War Cry	5	20	0	20	10	Sword Mastery	1	10	0	20	10							5	15	2	66666
Barbarian	1hs-Nightmare	100	27	561	5	2	58	515	MercX101	MercX167	18000	104	1490	54	432	44	155	19	96	13	675	44	37	41	10	106	9	106	9	106	9	106	9		50	Stun	5	15	0	13	10	Berserk	1	60	0	13	10	Battle Orders	5	5	0	13	10	War Cry	5	20	0	13	10	Sword Mastery	1	10	0	13	10							5	15	2	66666
Barbarian	1hs-Nightmare	100	27	561	5	2	80	515	MercX101	MercX167	18000	104	2678	90	1202	63	197	19	124	13	1445	56	59	63	10	145	5	145	5	145	5	145	5		50	Stun	5	15	0	20	10	Berserk	1	60	0	20	10	Battle Orders	5	5	0	20	10	War Cry	5	20	0	20	10	Sword Mastery	1	10	0	20	10							5	15	2	66666
Barbarian	1hs-Hell	100	28	561	5	3	80	515	MercX101	MercX167	32000	112	2410	90	1082	63	194	19	119	13	1301	56	57	61	10	142	5	142	5	142	5	142	5		50	Stun	5	15	0	19	10	Berserk	1	60	0	19	10	Battle Orders	5	5	0	19	10	War Cry	5	20	0	19	10	Sword Mastery	1	10	0	19	10							5	15	2	42000
Barbarian	1hs-Hell	100	29	561	5	3	80	515	MercX101	MercX167	32000	112	2410	90	1082	63	194	19	119	13	1301	56	57	61	10	142	5	142	5	142	5	142	5		50	Stun	5	15	0	19	10	Berserk	1	60	0	19	10	Battle Orders	5	5	0	19	10	War Cry	5	20	0	19	10	Sword Mastery	1	10	0	19	10							5	15	2	40000
