Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7
Act 1 - Courtyard 1	27	0	0			0	56	40	56	40	56	40	0	-40	26	1	0	0	0	1	1	1	0	0	2	6	-1	-1	-1	-1	26	28	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	1	0	2025	9	34	74	9	40	88	600	1200	1800	0	0	25	25	25	25	1	0	25	brute3	corruptrogue4	fallenshaman3	quillrat4																							brute3	corruptrogue4	fallenshaman3	quillrat4	bighead2	fallenshaman4	fetish1	fallen3	bighead2	fallenshaman4	arach1	fallen3	wraith1	goatman3	cr_archer3	quillrat6	bighead10	sk_archer2	quillrat8	wraith8						brute3	corruptrogue4	fallenshaman3	quillrat4	bighead2	fallenshaman4	fetish1	fallen3	bighead2	fallenshaman4	arach1	fallen3	wraith1	goatman3	cr_archer3	quillrat6	bighead10	sk_archer2	quillrat8	wraith8																		0	7	5	Outer Cloister	To The Outer Cloister	EnteringTheOuterCloister	14	15	0	0	0	0	0	0	7	33	0	0	0	0	0	0
Act 1 - Barracks	28	0	0			0	200	200	200	200	200	200	-1	-1	0	1	0	0	0	1	1	1	0	1	1	7	-1	-1	-1	-1	27	29	0	0	0	0	0	0	-1	14	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	9	34	74	9	40	88	680	1360	2040	0	0	25	25	25	25	1	0	25	corruptrogue4	goatman5	fallenshaman3	sk_archer3	skmage_fire2																						corruptrogue4	goatman5	fallenshaman3	sk_archer3	skmage_fire2	bighead2	fallenshaman4	arach1	zombie3	bighead1	vampire5	fallen3	wraith1	goatman3	cr_archer3	foulcrow7	goatman6	sk_archer4	skmage_ltng7	cr_lancer4						corruptrogue4	goatman5	fallenshaman3	sk_archer3	skmage_fire2	bighead2	fallenshaman4	arach1	zombie3	bighead1	vampire5	fallen3	wraith1	goatman3	cr_archer3	foulcrow7	goatman6	sk_archer4	skmage_ltng7	cr_lancer4						rat	bat			30	30							8	8	255	Barracks	To The Barracks	EnteringTheBarracks	51	3	17	0	0	0	0	0	9	35	25	0	0	0	0	0
Act 1 - Jail 1	29	0	0			18	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	28	30	0	0	0	0	0	0	13	14	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	10	35	75	10	41	88	680	1360	2040	0	0	25	25	25	25	1	1	25	fallen4	wraith2	goatman5	sk_archer3	skmage_fire2																						fallen4	wraith2	goatman5	sk_archer3	skmage_fire2	zombie3	bighead1	vampire5	zombie3	bighead1	corruptrogue4	fallen3	wraith1	goatman3	cr_archer3	cr_lancer9	goatman7	goatman10	quillrat6	skeleton6						fallen4	wraith2	goatman5	sk_archer3	skmage_fire2	zombie3	bighead1	vampire5	zombie3	bighead1	corruptrogue4	fallen3	wraith1	goatman3	cr_archer3	cr_lancer9	goatman7	goatman10	quillrat6	skeleton6						rat	bat			30	30							8	8	6	Jail Level 1	To The Jail Level 1	EnteringTheJailLevel1	51	15	3	0	0	0	0	0	11	50	35	0	0	0	0	0
Act 1 - Jail 2	30	0	0			19	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	29	31	0	0	0	0	0	0	13	14	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	10	35	75	10	41	88	680	1360	2040	0	0	25	25	25	25	1	1	25	fallen4	wraith2	goatman5	sk_archer3	skmage_fire2																						fallen4	wraith2	goatman5	sk_archer3	skmage_fire2	zombie3	bighead1	skeleton2	skeleton2	goatman2	fallenshaman2	sk_archer1	cr_archer3	corruptrogue4	goatman5	skeleton7	goatman8	foulcrow8	skeleton8	sk_archer8						fallen4	wraith2	goatman5	sk_archer3	skmage_fire2	zombie3	bighead1	skeleton2	skeleton2	goatman2	fallenshaman2	sk_archer1	cr_archer3	corruptrogue4	goatman5	skeleton7	goatman8	foulcrow8	skeleton8	sk_archer8						rat	bat			30	30							8	8	255	Jail Level 2	To The Jail Level 2	EnteringTheJailLevel2	51	15	3	0	0	0	0	0	13	50	45	0	0	0	0	0
Act 1 - Jail 3	31	0	0			20	200	200	200	200	200	200	3500	1600	0	1	0	0	0	1	1	1	0	1	1	8	-1	-1	-1	-1	30	32	0	0	0	0	0	0	13	13	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	10	35	75	10	41	88	680	1360	2040	0	0	25	25	25	25	1	1	25	fallen4	wraith2	goatman5	sk_archer3	skmage_ltng2																						fallen4	wraith2	goatman5	sk_archer3	skmage_ltng2	skeleton2	goatman2	fallenshaman2	sk_archer1	corruptrogue4	goatman5	fallenshaman3	sk_archer3	skmage_fire2	bighead2	vampire9	goatman9	quillrat7	batdemon6	skmage_pois7						fallen4	wraith2	goatman5	sk_archer3	skmage_ltng2	skeleton2	goatman2	fallenshaman2	sk_archer1	corruptrogue4	goatman5	fallenshaman3	sk_archer3	skmage_fire2	bighead2	vampire9	goatman9	quillrat7	batdemon6	skmage_pois7						rat	bat			30	30							0	8	255	Jail Level 3	To The Jail Level 3	EnteringTheJailLevel3	51	15	3	0	0	0	0	0	15	50	55	0	0	0	0	0
Act 1 - Courtyard 2	32	0	0			0	18	20	18	20	18	20	4000	1000	0	1	0	0	0	1	1	1	0	0	2	6	-1	-1	-1	-1	31	33	0	0	0	0	0	0	14	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	10	35	75	10	41	88	720	1440	2160	0	0	25	25	25	25	1	0	25	fallen4	cr_archer4	skmage_ltng2																								fallen4	cr_archer4	skmage_ltng2	skeleton2	goatman2	hellbovine	hellbovine	hellbovine	bighead4	corruptrogue3	sk_archer2	skmage_ltng1	bighead2	wraith2	fallenshaman4	arach1	skmage_ltng7	goatman10	batdemon6	wraith6	skmage_cold6					fallen4	cr_archer4	skmage_ltng2	skeleton2	goatman2	hellbovine	hellbovine	hellbovine	bighead4	corruptrogue3	sk_archer2	skmage_ltng1	bighead2	wraith2	fallenshaman4	arach1	skmage_ltng7	goatman10	batdemon6	wraith6	skmage_cold6																	0	7	7	Inner Cloister	To The Inner Cloister	EnteringTheInnerCloister	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 1 - Cathedral	33	0	0			0	28	34	28	34	28	34	-4	-34	32	1	0	0	0	1	1	1	0	1	2	9	-1	-1	-1	-1	32	34	0	0	0	0	0	0	-1	15	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	11	36	76	11	42	88	680	1360	2040	0	0	25	25	25	25	1	0	25	bighead2	wraith2	fallenshaman4																								bighead2	wraith2	fallenshaman4	fallen3	wraith1	goatman3	cr_archer3	skmage_cold4	skmage_pois4	corruptrogue4	fallenshaman3	quillrat4	bighead2	fallenshaman4	fetish1	fallen3	goatman8	foulcrow5	goatman6	skmage_fire7	fallenshaman7					bighead2	wraith2	fallenshaman4	fallen3	wraith1	goatman3	cr_archer3	skmage_cold4	skmage_pois4	corruptrogue4	fallenshaman3	quillrat4	bighead2	fallenshaman4	fetish1	fallen3	goatman8	foulcrow5	goatman6	skmage_fire7	fallenshaman7					rat	bat			30	30							0	9	255	Cathedral	To The Cathedral	EnteringTheCathedral	16	3	50	17	0	0	0	0	35	45	3	3	0	0	0	0
Act 1 - Catacombs 1	34	0	0			21	200	200	200	200	200	200	4500	1000	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	33	35	0	0	0	0	0	0	16	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	11	36	76	11	42	88	680	1360	2040	0	0	25	25	25	25	1	0	25	bighead2	fallenshaman4	fetish1																								bighead2	fallenshaman4	fetish1	fallen3	wraith1	goatman3	cr_archer3	skmage_pois4	corruptrogue4	goatman5	fallenshaman3	sk_archer3	skmage_fire2	bighead2	fallenshaman4	arach1	skmage_pois7	foulcrow6	flyingscimitar	skmage_cold6	fallenshaman6					bighead2	fallenshaman4	fetish1	fallen3	wraith1	goatman3	cr_archer3	skmage_pois4	corruptrogue4	goatman5	fallenshaman3	sk_archer3	skmage_fire2	bighead2	fallenshaman4	arach1	skmage_pois7	foulcrow6	flyingscimitar	skmage_cold6	fallenshaman6					rat	bat			30	30							60	10	255	Catacombs Level 1	To The Catacombs Level 1	EnteringTheCatacombsLevel1	16	3	14	17	0	0	0	0	40	45	15	3	0	0	0	0
Act 1 - Catacombs 2	35	0	0			22	200	200	200	200	200	200	4500	1300	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	34	36	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	11	36	76	11	42	88	680	1360	2040	0	0	25	25	25	25	1	0	25	bighead2	fallenshaman4	arach1																								bighead2	fallenshaman4	arach1	fallen3	wraith1	goatman3	cr_archer3	skmage_fire2	fallen4	wraith2	goatman5	sk_archer3	skmage_fire2	zombie3	bighead1	vampire5	skmage_ltng7	foulcrow7	skeleton5	fallen5	cr_lancer4					bighead2	fallenshaman4	arach1	fallen3	wraith1	goatman3	cr_archer3	skmage_fire2	fallen4	wraith2	goatman5	sk_archer3	skmage_fire2	zombie3	bighead1	vampire5	skmage_ltng7	foulcrow7	skeleton5	fallen5	cr_lancer4					rat	bat			30	30							60	10	8	Catacombs Level 2	To The Catacombs Level 2	EnteringTheCatacombsLevel2	16	3	14	17	0	0	0	0	45	45	17	3	0	0	0	0
Act 1 - Catacombs 3	36	0	0			23	200	200	200	200	200	200	4500	1600	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	35	37	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	12	37	77	12	43	88	680	1360	2040	0	0	25	25	25	25	1	0	25	zombie3	bighead1	vampire5																								zombie3	bighead1	vampire5	fallen3	wraith1	goatman3	cr_archer3	skmage_ltng2	fallen4	wraith2	goatman5	sk_archer3	skmage_fire2	zombie3	bighead1	skeleton2	vampire9	foulcrow8	cr_lancer5	cr_lancer9	sk_archer11					zombie3	bighead1	vampire5	fallen3	wraith1	goatman3	cr_archer3	skmage_ltng2	fallen4	wraith2	goatman5	sk_archer3	skmage_fire2	zombie3	bighead1	skeleton2	vampire9	foulcrow8	cr_lancer5	cr_lancer9	sk_archer11					rat	bat			30	30							60	10	255	Catacombs Level 3	To The Catacombs Level 3	EnteringTheCatacombsLevel3	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0
Act 1 - Catacombs 4	37	0	0			24	22	31	22	31	22	31	4500	1900	0	1	0	0	0	1	1	1	0	1	2	10	-1	-1	-1	-1	36	0	0	0	0	0	0	0	17	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	12	37	77	12	43	88	680	1360	2040	0	0	25	25	25	25	1	0	25	zombie3	bighead1																									zombie3	bighead1	corruptrogue4	fallen3	wraith1	goatman3	cr_archer3	skmage_cold4	bighead4	corruptrogue3	sk_archer2	skmage_ltng1	bighead2	wraith2	fallenshaman4	skmage_cold6	quillrat8	cr_lancer9	quillrat7	skmage_ltng7						zombie3	bighead1	corruptrogue4	fallen3	wraith1	goatman3	cr_archer3	skmage_cold4	bighead4	corruptrogue3	sk_archer2	skmage_ltng1	bighead2	wraith2	fallenshaman4	skmage_cold6	quillrat8	cr_lancer9	quillrat7	skmage_ltng7						rat	bat			30	30							60	10	255	Catacombs Level 4	To The Catacombs Level 4	EnteringTheCatacombsLevel4	16	3	14	17	0	0	0	0	55	45	1	3	0	0	0	0
Act 1 - Tristram	38	0	0			25	43	48	43	48	43	48	5000	1000	0	1	1	0	0	0	1	1	1	0	2	11	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	1	0	2025	6	31	71	6	39	88	520	1040	1560	0	0	25	25	25	25	0	0	25	skeleton2	goatman2	fallenshaman2	sk_archer1																							skeleton2	goatman2	fallenshaman2	sk_archer1	cr_archer3	corruptrogue4	goatman5	goatman3	skmage_ltng2	corruptrogue4	fallenshaman3	quillrat4	bighead2	fallenshaman4	fetish1	sk_archer1	cr_lancer4	skmage_pois7	skeleton8	skeleton6	skeleton7					skeleton2	goatman2	fallenshaman2	sk_archer1	cr_archer3	corruptrogue4	goatman5	goatman3	skmage_ltng2	corruptrogue4	fallenshaman3	quillrat4	bighead2	fallenshaman4	fetish1	sk_archer1	cr_lancer4	skmage_pois7	skeleton8	skeleton6	skeleton7																	0	3	255	Tristram	To Tristram	EnteringTristram	44	45	0	0	0	0	0	0	0	33	1	0	0	0	0	0
Act 1 - Moo Moo Farm	39	0	0	26	40	26	80	80	80	80	80	80	5000	1148	0	1	1	0	0	0	1	1	0	0	3	2	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	37	72	95	40	75	98	1600	2400	3200	0	1	25	25	25	25	1	0	25	hellbovine	hellbovine	hellbovine																								hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	hellbovine																hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	hellbovine	cowking	cowking	cowking	cowking	cowking	cowking	cowking	cowking	cowking	cowking																		0	34	255	Moo Moo Farm	To The Moo Moo Farm	EnteringTheMooMooFarm	1	38	33	34	0	0	0	0	5	35	35	35	0	0	0	0
Act 2 - Town	40	1	1			27	56	56	56	56	56	56	1000	1000	0	1	0	0	0	0	1	1	1	0	2	12	-1	-1	-1	-1	0	0	47	47	50	0	0	0	-1	-1	19	20	24	-1	-1	-1	0	0	0	0	1	1	0	0	2025	0	25	50				0	0	0			25	25	25	25	0	0																																																																														bug				30								0	12	9	Lut Gholein	To Lut Gholein	EnteringLutGholein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Desert 1	41	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	0	7	8	55	55	55	55	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	14	39	85	14	43	88	1320	1760	2640	1	2	25	25	25	25	1	0	25	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	sk_archer4	sandmaggot3	pantherwoman4	scarab4	slinger4	mummy1	sandmaggot1	sandleaper3	scarab2	vulture2	skeleton4	sandraider1	skmage_pois5	sandleaper3	slinger3	blunderbore5	skmage_ltng5					sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	sk_archer4	sandmaggot3	pantherwoman4	scarab4	slinger4	mummy1	sandmaggot1	sandleaper3	scarab2	vulture2	skeleton4	sandraider1	skmage_pois5	sandleaper3	slinger3	blunderbore5	skmage_ltng5				sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	sk_archer4	sandmaggot3	pantherwoman4	scarab4	slinger4	mummy1	sandmaggot1	sandleaper3	scarab2	vulture2	skeleton4	sandraider1	skmage_pois5	sandleaper3	slinger3	blunderbore5	skmage_ltng5				scorpion				20								0	13	255	Rocky Waste	To The Rocky Waste	EnteringTheRockyWaste	30	24	32	37	36	0	0	0	15	30	15	40	40	0	0	0
Act 2 - Desert 2	42	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	1	7	8	56	56	56	56	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	15	40	85	15	44	88	1320	1760	2640	1	2	25	25	25	25	1	0	25	sandleaper2	pantherwoman2	vulture2	slinger5	clawviper3	skeleton4	sandraider1	mummy1	sk_archer4	sandleaper1	zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	skeleton4	pantherwoman1	mummy1	sandleaper4	sandraider4	blunderbore6	slinger4	baboon5	skmage_fire3			sandleaper2	pantherwoman2	vulture2	slinger5	clawviper3	skeleton4	sandraider1	mummy1	sk_archer4	sandleaper1	zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	skeleton4	pantherwoman1	mummy1	sandleaper4	sandraider4	blunderbore6	slinger4	baboon5	skmage_fire3		sandleaper2	pantherwoman2	vulture2	slinger5	clawviper3	skeleton4	sandraider1	mummy1	sk_archer4	sandleaper1	zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	skeleton4	pantherwoman1	mummy1	sandleaper4	sandraider4	blunderbore6	slinger4	baboon5	skmage_fire3		scorpion				20								0	13	11	Dry Hills	To The Dry Hills	EnteringTheDryHills	30	24	32	37	36	0	0	0	15	30	14	40	40	0	0	0
Act 2 - Desert 3	43	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	2	7	8	0	0	0	0	62	0	0	0	-1	-1	-1	-1	47	-1	-1	-1	0	0	0	0	1	0	1	0	2025	16	41	85	16	45	88	1320	1760	2640	1	2	25	25	25	25	1	0	25	scarab4	sandmaggot1	mummy3	scarab2	vulture2	skeleton4	sandraider1	mummy1	sk_archer4	sandleaper1	clawviper2	clawviper2	clawviper3	clawviper3	swarm1	unraveler2	sandleaper5	sandraider5	skmage_fire5	skmage_pois6	skmage_cold5						scarab4	sandmaggot1	mummy3	scarab2	vulture2	skeleton4	sandraider1	mummy1	sk_archer4	sandleaper1	clawviper2	clawviper2	clawviper3	clawviper3	swarm1	unraveler2	sandleaper5	sandraider5	skmage_fire5	skmage_pois6	skmage_cold5					scarab4	sandmaggot1	mummy3	scarab2	vulture2	skeleton4	sandraider1	mummy1	sk_archer4	sandleaper1	clawviper2	clawviper2	clawviper3	clawviper3	swarm1	unraveler2	sandleaper5	sandraider5	skmage_fire5	skmage_pois6	skmage_cold5					scorpion				20								0	13	13	Far Oasis	To The Far Oasis	EnteringTheFarOasis	30	24	32	37	36	0	0	0	15	30	13	40	40	0	0	0
Act 2 - Desert 4	44	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	3	7	8	0	0	65	0	0	0	0	0	-1	-1	50	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	3800	17	42	85	17	46	88	1320	1760	2640	1	2	25	25	25	25	1	0	25	zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	skeleton4	pantherwoman1	mummy1	skmage_fire3	skeleton4	sandraider1	mummy4	sk_archer4	sandraider1	crownest3	sandmaggot1	sandraider1	scarab2	skmage_cold4	baboon2	skmage_fire6	baboon5	sandraider4	vulture2			zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	skeleton4	pantherwoman1	mummy1	skmage_fire3	skeleton4	sandraider1	mummy4	sk_archer4	sandraider1	crownest3	sandmaggot1	sandraider1	scarab2	skmage_cold4	baboon2	skmage_fire6	baboon5	sandraider4	vulture2		zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	skeleton4	pantherwoman1	mummy1	skmage_fire3	skeleton4	sandraider1	mummy4	sk_archer4	sandraider1	crownest3	sandmaggot1	sandraider1	scarab2	skmage_cold4	baboon2	skmage_fire6	baboon5	sandraider4	vulture2		scorpion				20								0	13	14	Lost City	To The Lost City	EnteringTheLostCity	30	24	32	37	36	0	0	0	15	30	12	40	40	0	0	0
Act 2 - Desert 5	45	1	1			27	32	32	32	32	32	32	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	-1	-1	-1	8	0	58	0	0	0	0	0	0	-1	37	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	1	0	2025	18	43	85	18	46	88	1320	1760	2640	1	2	25	25	25	25	1	0	25	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	sandraider2	sandleaper3	pantherwoman3	skeleton4	pantherwoman1	mummy1	skmage_fire3	skeleton4	zombie5	sandraider2	sandleaper3	pantherwoman3	skmage_fire4	baboon5	skmage_ltng5	sandmaggot4	sandraider5	slinger6			clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	sandraider2	sandleaper3	pantherwoman3	skeleton4	pantherwoman1	mummy1	skmage_fire3	skeleton4	zombie5	sandraider2	sandleaper3	pantherwoman3	skmage_fire4	baboon5	skmage_ltng5	sandmaggot4	sandraider5	slinger6		clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	sandraider2	sandleaper3	pantherwoman3	skeleton4	pantherwoman1	mummy1	skmage_fire3	skeleton4	zombie5	sandraider2	sandleaper3	pantherwoman3	skmage_fire4	baboon5	skmage_ltng5	sandmaggot4	sandraider5	slinger6		scorpion				20								0	13	255	Valley of Snakes	To The Valley of Snakes	EnteringTheValleyOfSnakes	30	24	32	37	36	0	0	0	15	30	11	40	40	0	0	0
Act 2 - Valley of the Kings	46	1	1	13	13	28	80	80	80	80	80	80	2500	1000	0	1	0	0	1	0	1	1	1	0	3	16	9	4	7	8	0	66	67	68	69	70	71	72	-1	38	39	40	41	42	43	44	0	0	0	0	1	1	1	0	3800	16	41	85	16	48	88	1320	1760	2640			25	25	25	25	1	0	25	brute4	sandmaggot3	pantherwoman4	scarab4	slinger4	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	sandleaper3	sandleaper1	pantherwoman1	scarab1	sandmaggot5	skmage_ltng4	slinger3	skmage_ltng6	baboon2	scarab8							brute4	sandmaggot3	pantherwoman4	scarab4	slinger4	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	sandleaper3	sandleaper1	pantherwoman1	scarab1	sandmaggot5	skmage_ltng4	slinger3	skmage_ltng6	baboon2	scarab8						brute4	sandmaggot3	pantherwoman4	scarab4	slinger4	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	sandleaper3	sandleaper1	pantherwoman1	scarab1	sandmaggot5	skmage_ltng4	slinger3	skmage_ltng6	baboon2	scarab8						scorpion				20								0	14	17	Canyon of the Magi	To The Canyon of the Magi	EnteringTheCanyonOfTheMagi	30	24	32	37	36	0	0	0	15	30	10	40	40	0	0	0
Act 2 - Sewer 1 A	47	1	1			29	200	200	200	200	200	200	1500	1000	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	40	40	48	0	0	0	0	0	22	21	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	100	13	38	85	13	43	88	1020	1360	2040	0	1	25	25	25	25	1	0	25	skeleton4	sandraider1	mummy1	sk_archer4	mummy2	sandleaper2	pantherwoman2	vulture2	slinger5	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	swarm2	slinger4	skmage_cold5	sandmaggot5	skmage_pois6							skeleton4	sandraider1	mummy1	sk_archer4	mummy2	sandleaper2	pantherwoman2	vulture2	slinger5	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	swarm2	slinger4	skmage_cold5	sandmaggot5	skmage_pois6						skeleton4	sandraider1	mummy1	sk_archer4	mummy2	sandleaper2	pantherwoman2	vulture2	slinger5	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	swarm2	slinger4	skmage_cold5	sandmaggot5	skmage_pois6						rat	bat	scorpion		30	100	20						0	15	255	Sewers Level 1	To The Sewers Level 1	EnteringTheSewersLevel1	32	26	5	0	0	0	0	0	10	10	10	0	0	0	0	0
Act 2 - Sewer 1 B	48	1	1			30	200	200	200	200	200	200	1500	1300	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	47	0	49	0	0	0	0	0	22	-1	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	13	38	85	13	43	88	1020	1360	2040	0	1	25	25	25	25	1	0	25	skeleton4	sandraider1	mummy1	sk_archer4	sandraider1	mummy4	sandmaggot1	sandraider1	scarab2	vulture2	pantherwoman4	scarab4	slinger4	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	swarm3	sandmaggot4	skmage_pois5	skmage_fire5	skmage_cold5				skeleton4	sandraider1	mummy1	sk_archer4	sandraider1	mummy4	sandmaggot1	sandraider1	scarab2	vulture2	pantherwoman4	scarab4	slinger4	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	swarm3	sandmaggot4	skmage_pois5	skmage_fire5	skmage_cold5			skeleton4	sandraider1	mummy1	sk_archer4	sandraider1	mummy4	sandmaggot1	sandraider1	scarab2	vulture2	pantherwoman4	scarab4	slinger4	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	swarm3	sandmaggot4	skmage_pois5	skmage_fire5	skmage_cold5			rat	bat	scorpion		30	100	20						0	15	10	Sewers Level 2	To The Sewers Level 2	EnteringTheSewersLevel2	32	26	5	0	0	0	0	0	12	12	12	0	0	0	0	0
